,wavenumber,experimental,CO2 v2a phase I,CO2 v2b phase I,CO2 gas,linear baseline,residue,CO2 gas experimental
2576,3083.75,3.70966,0.0,0.0,0.0,-58.6155,62.3252,0.0465062
2577,3084.71,3.70874,0.0,0.0,0.0,-58.6396,62.3484,0.0457913
2578,3085.68,3.72364,0.0,0.0,0.0,-58.6637,62.3874,0.0467951
2579,3086.64,3.72693,0.0,0.0,0.0,-58.6878,62.4147,0.0471052
2580,3087.61,3.71549,0.0,0.0,0.0,-58.7119,62.4274,0.0467
2581,3088.57,3.72778,0.0,0.0,0.0,-58.736,62.4638,0.0459878
2582,3089.53,3.72439,0.0,0.0,0.0,-58.7601,62.4845,0.045704
2583,3090.5,3.71834,0.0,0.0,0.0,-58.7842,62.5025,0.0454521
2584,3091.46,3.73827,0.0,0.0,0.0,-58.8082,62.5465,0.0456526
2585,3092.43,3.74648,0.0,0.0,0.0,-58.8323,62.5788,0.0458968
2586,3093.39,3.75942,0.0,0.0,0.0,-58.8564,62.6158,0.0471911
2587,3094.36,3.76738,0.0,0.0,0.0,-58.8805,62.6479,0.0490177
2588,3095.32,3.75027,0.0,0.0,0.0,-58.9046,62.6549,0.0533126
2589,3096.28,3.75163,0.0,0.0,0.0,-58.9287,62.6803,0.0546443
2590,3097.25,3.76968,0.0,0.0,0.0,-58.9528,62.7224,0.0494386
2591,3098.21,3.7624,0.0,0.0,0.0,-58.9768,62.7392,0.0468773
2592,3099.18,3.7582,0.0,0.0,0.0,-59.001,62.7591,0.0489423
2593,3100.14,3.75972,0.0,0.0,0.0,-59.025,62.7848,0.0520066
2594,3101.11,3.757,0.0,0.0,0.0,-59.0491,62.8061,0.0540083
2595,3102.07,3.7765,0.0,0.0,0.0,-59.0732,62.8497,0.052412
2596,3103.03,3.80792,0.0,0.0,0.0,-59.0973,62.9052,0.050556
2597,3104.0,3.81863,0.0,0.0,0.0,-59.1214,62.94,0.0486973
2598,3104.96,3.85448,0.0,0.0,0.0,-59.1455,62.9999,0.0467441
2599,3105.93,3.93531,0.0,0.0,0.0,-59.1696,63.1049,0.0464894
2600,3106.89,3.95505,0.0,0.0,0.0,-59.1936,63.1487,0.0478044
2601,3107.86,3.89415,0.0,0.0,0.0,-59.2177,63.1119,0.0482319
2602,3108.82,3.86154,0.0,0.0,0.0,-59.2418,63.1033,0.0471059
2603,3109.78,3.89522,0.0,0.0,0.0,-59.2659,63.1611,0.0474553
2604,3110.75,3.90919,0.0,0.0,0.0,-59.29,63.1992,0.0474753
2605,3111.71,3.88026,0.0,0.0,0.0,-59.3141,63.1943,0.0480059
2606,3112.68,3.87032,0.0,0.0,0.0,-59.3382,63.2085,0.0486478
2607,3113.64,3.86823,0.0,0.0,0.0,-59.3623,63.2305,0.048458
2608,3114.61,3.83951,0.0,0.0,0.0,-59.3863,63.2258,0.0499653
2609,3115.57,3.8178,0.0,0.0,0.0,-59.4104,63.2282,0.0536618
2610,3116.53,3.83238,0.0,0.0,0.0,-59.4345,63.2669,0.0526204
2611,3117.5,3.82951,0.0,0.0,0.0,-59.4586,63.2881,0.0495726
2612,3118.46,3.82464,0.0,0.0,0.0,-59.4827,63.3073,0.0521771
2613,3119.43,3.83319,0.0,0.0,0.0,-59.5068,63.3399,0.0515576
2614,3120.39,3.82815,0.0,0.0,0.0,-59.5309,63.359,0.0477218
2615,3121.36,3.83351,0.0,0.0,0.0,-59.5549,63.3885,0.0491293
2616,3122.32,3.85903,0.0,0.0,0.0,-59.579,63.4381,0.0552424
2617,3123.28,3.8628,0.0,0.0,0.0,-59.6031,63.4659,0.0535597
2618,3124.25,3.84683,0.0,0.0,0.0,-59.6272,63.474,0.0479386
2619,3125.21,3.85668,0.0,0.0,0.0,-59.6513,63.508,0.0477653
2620,3126.18,3.87987,0.0,0.0,0.0,-59.6754,63.5552,0.050349
2621,3127.14,3.87712,0.0,0.0,0.0,-59.6995,63.5766,0.0507868
2622,3128.11,3.85678,0.0,0.0,0.0,-59.7236,63.5803,0.0474614
2623,3129.07,3.8399,0.0,0.0,0.0,-59.7476,63.5875,0.0458399
2624,3130.03,3.85338,0.0,0.0,0.0,-59.7717,63.6251,0.0455854
2625,3131.0,3.86898,0.0,0.0,0.0,-59.7958,63.6648,0.046106
2626,3131.96,3.87582,0.0,0.0,0.0,-59.8199,63.6957,0.0489809
2627,3132.93,3.87011,0.0,0.0,0.0,-59.844,63.7141,0.0544155
2628,3133.89,3.87639,0.0,0.0,0.0,-59.8681,63.7445,0.0520891
2629,3134.86,3.88137,0.0,0.0,0.0,-59.8922,63.7735,0.0470237
2630,3135.82,3.8866,0.0,0.0,0.0,-59.9162,63.8028,0.0458816
2631,3136.78,3.87158,0.0,0.0,0.0,-59.9403,63.8119,0.0456682
2632,3137.75,3.88605,0.0,0.0,0.0,-59.9644,63.8505,0.0455221
2633,3138.71,3.90184,0.0,0.0,0.0,-59.9885,63.8904,0.0455238
2634,3139.68,3.9062,0.0,0.0,0.0,-60.0126,63.9188,0.0458359
2635,3140.64,3.91987,0.0,0.0,0.0,-60.0367,63.9565,0.0458447
2636,3141.61,3.91558,0.0,0.0,0.0,-60.0608,63.9764,0.0461288
2637,3142.57,3.93692,0.0,0.0,0.0,-60.0849,64.0218,0.0469495
2638,3143.53,3.96458,0.0,0.0,0.0,-60.1089,64.0735,0.0467636
2639,3144.5,3.96191,0.0,0.0,0.0,-60.133,64.095,0.046008
2640,3145.46,3.94805,0.0,0.0,0.0,-60.1571,64.1052,0.0460953
2641,3146.43,3.93447,0.0,0.0,0.0,-60.1812,64.1157,0.0461672
2642,3147.39,3.94133,0.0,0.0,0.0,-60.2053,64.1466,0.046094
2643,3148.35,3.95201,0.0,0.0,0.0,-60.2294,64.1814,0.0460713
2644,3149.32,3.96493,0.0,0.0,0.0,-60.2535,64.2184,0.0459212
2645,3150.28,3.96868,0.0,0.0,0.0,-60.2775,64.2462,0.0459222
2646,3151.25,3.95221,0.0,0.0,0.0,-60.3016,64.2538,0.0462436
2647,3152.21,3.93427,0.0,0.0,0.0,-60.3257,64.26,0.0462172
2648,3153.18,3.93512,0.0,0.0,0.0,-60.3498,64.2849,0.0459216
2649,3154.14,3.93501,0.0,0.0,0.0,-60.3739,64.3089,0.0457831
2650,3155.1,3.94131,0.0,0.0,0.0,-60.398,64.3393,0.0459543
2651,3156.07,3.96646,0.0,0.0,0.0,-60.4221,64.3885,0.0462047
2652,3157.03,3.98782,0.0,0.0,0.0,-60.4462,64.434,0.0461851
2653,3158.0,3.98024,0.0,0.0,0.0,-60.4702,64.4505,0.0458814
2654,3158.96,3.95964,0.0,0.0,0.0,-60.4943,64.454,0.045884
2655,3159.93,3.95289,0.0,0.0,0.0,-60.5184,64.4713,0.0459327
2656,3160.89,3.95156,0.0,0.0,0.0,-60.5425,64.4941,0.0458511
2657,3161.85,3.97994,0.0,0.0,0.0,-60.5666,64.5465,0.0458528
2658,3162.82,4.00404,0.0,0.0,0.0,-60.5907,64.5947,0.0461261
2659,3163.78,3.9925,0.0,0.0,0.0,-60.6148,64.6073,0.0464183
2660,3164.75,3.98716,0.0,0.0,0.0,-60.6389,64.626,0.0463974
2661,3165.71,4.00713,0.0,0.0,0.0,-60.6629,64.6701,0.0462234
2662,3166.68,4.03067,0.0,0.0,0.0,-60.687,64.7177,0.0463576
2663,3167.64,4.04311,0.0,0.0,0.0,-60.7111,64.7542,0.0467747
2664,3168.6,4.0373,0.0,0.0,0.0,-60.7352,64.7725,0.0469985
2665,3169.57,4.0392,0.0,0.0,0.0,-60.7593,64.7985,0.0469954
2666,3170.53,4.0204,0.0,0.0,0.0,-60.7834,64.8038,0.046768
2667,3171.5,4.01072,0.0,0.0,0.0,-60.8075,64.8182,0.0463319
2668,3172.46,4.04591,0.0,0.0,0.0,-60.8315,64.8775,0.0461673
2669,3173.43,4.08964,0.0,0.0,0.0,-60.8556,64.9453,0.046078
2670,3174.39,4.08988,0.0,0.0,0.0,-60.8797,64.9696,0.0463305
2671,3175.35,4.08066,0.0,0.0,0.0,-60.9038,64.9845,0.0467542
2672,3176.32,4.0468,0.0,0.0,0.0,-60.9279,64.9747,0.0470954
2673,3177.28,4.03631,0.0,0.0,0.0,-60.952,64.9883,0.0512033
2674,3178.25,4.05297,0.0,0.0,0.0,-60.9761,65.029,0.0556305
2675,3179.21,4.0568,0.0,0.0,0.0,-61.0002,65.057,0.0511777
2676,3180.18,4.07573,0.0,0.0,0.0,-61.0243,65.1,0.0471676
2677,3181.14,4.08393,0.0,0.0,0.0,-61.0483,65.1323,0.0466444
2678,3182.1,4.09114,0.0,0.0,0.0,-61.0724,65.1636,0.0467747
2679,3183.07,4.08339,0.0,0.0,0.0,-61.0965,65.1799,0.0469498
2680,3184.03,4.03872,0.0,0.0,0.0,-61.1206,65.1593,0.048323
2681,3185.0,4.04124,0.0,0.0,0.0,-61.1447,65.1859,0.0509418
2682,3185.96,4.06079,0.0,0.0,0.0,-61.1688,65.2296,0.0498858
2683,3186.93,4.05899,0.0,0.0,0.0,-61.1929,65.2519,0.0471437
2684,3187.89,4.06489,0.0,0.0,0.0,-61.217,65.2818,0.0466293
2685,3188.85,4.06766,0.0,0.0,0.0,-61.241,65.3087,0.0464379
2686,3189.82,4.05709,0.0,0.0,0.0,-61.2651,65.3222,0.0465099
2687,3190.78,4.08459,0.0,0.0,0.0,-61.2892,65.3738,0.0464929
2688,3191.75,4.10604,0.0,0.0,0.0,-61.3133,65.4193,0.0466024
2689,3192.71,4.09611,0.0,0.0,0.0,-61.3374,65.4335,0.0464405
2690,3193.68,4.09422,0.0,0.0,0.0,-61.3615,65.4557,0.0465744
2691,3194.64,4.10733,0.0,0.0,0.0,-61.3856,65.4929,0.0469815
2692,3195.6,4.12693,0.0,0.0,0.0,-61.4096,65.5366,0.0485817
2693,3196.57,4.12546,0.0,0.0,0.0,-61.4337,65.5592,0.0504138
2694,3197.53,4.1198,0.0,0.0,0.0,-61.4578,65.5776,0.0539337
2695,3198.5,4.12155,0.0,0.0,0.0,-61.4819,65.6035,0.053495
2696,3199.46,4.12818,0.0,0.0,0.0,-61.506,65.6342,0.0494061
2697,3200.43,4.11447,0.0,0.0,0.0,-61.5301,65.6445,0.0478481
2698,3201.39,4.0832,0.0,0.0,0.0,-61.5542,65.6374,0.0469037
2699,3202.35,4.07818,0.0,0.0,0.0,-61.5783,65.6564,0.0467544
2700,3203.32,4.08983,0.0,0.0,0.0,-61.6023,65.6922,0.0467796
2701,3204.28,4.10207,0.0,0.0,0.0,-61.6264,65.7285,0.0467617
2702,3205.25,4.11078,0.0,0.0,0.0,-61.6505,65.7613,0.04668
2703,3206.21,4.10424,0.0,0.0,0.0,-61.6746,65.7788,0.0467968
2704,3207.18,4.09716,0.0,0.0,0.0,-61.6987,65.7958,0.0468636
2705,3208.14,4.09144,0.0,0.0,0.0,-61.7228,65.8142,0.047638
2706,3209.1,4.08598,0.0,0.0,0.0,-61.7469,65.8328,0.0515965
2707,3210.07,4.09516,0.0,0.0,0.0,-61.7709,65.8661,0.0537449
2708,3211.03,4.10412,0.0,0.0,0.0,-61.795,65.8991,0.0494545
2709,3212.0,4.11273,0.0,0.0,0.0,-61.8191,65.9319,0.0474267
2710,3212.96,4.09999,0.0,0.0,0.0,-61.8432,65.9432,0.0496459
2711,3213.93,4.08672,0.0,0.0,0.0,-61.8673,65.954,0.0551124
2712,3214.89,4.10551,0.0,0.0,0.0,-61.8914,65.9969,0.0535032
2713,3215.85,4.09648,0.0,0.0,0.0,-61.9155,66.012,0.0491588
2714,3216.82,4.07413,0.0,0.0,0.0,-61.9396,66.0137,0.0485534
2715,3217.78,4.07462,0.0,0.0,0.0,-61.9636,66.0383,0.0480949
2716,3218.75,4.10076,0.0,0.0,0.0,-61.9877,66.0885,0.0513224
2717,3219.71,4.13288,0.0,0.0,0.0,-62.0118,66.1447,0.0544168
2718,3220.68,4.13323,0.0,0.0,0.0,-62.0359,66.1691,0.0513036
2719,3221.64,4.1223,0.0,0.0,0.0,-62.06,66.1823,0.0489473
2720,3222.6,4.11528,0.0,0.0,0.0,-62.0841,66.1994,0.0483097
2721,3223.57,4.1137,0.0,0.0,0.0,-62.1082,66.2219,0.047341
2722,3224.53,4.12897,0.0,0.0,0.0,-62.1322,66.2612,0.0470723
2723,3225.5,4.13606,0.0,0.0,0.0,-62.1564,66.2924,0.0475444
2724,3226.46,4.1323,0.0,0.0,0.0,-62.1804,66.3127,0.0491476
2725,3227.43,4.13791,0.0,0.0,0.0,-62.2045,66.3424,0.0509972
2726,3228.39,4.14721,0.0,0.0,0.0,-62.2286,66.3758,0.0499393
2727,3229.35,4.15293,0.0,0.0,0.0,-62.2527,66.4056,0.0499561
2728,3230.32,4.15663,0.0,0.0,0.0,-62.2768,66.4334,0.0505847
2729,3231.28,4.1496,0.0,0.0,0.0,-62.3009,66.4505,0.0488083
2730,3232.25,4.13164,0.0,0.0,0.0,-62.3249,66.4566,0.0493112
2731,3233.21,4.10309,0.0,0.0,0.0,-62.349,66.4521,0.0499297
2732,3234.18,4.10781,0.0,0.0,0.0,-62.3731,66.4809,0.0481485
2733,3235.14,4.13649,0.0,0.0,0.0,-62.3972,66.5337,0.0475738
2734,3236.1,4.17273,0.0,0.0,0.0,-62.4213,66.594,0.0498909
2735,3237.07,4.2053,0.0,0.0,0.0,-62.4454,66.6507,0.0507283
2736,3238.03,4.19192,0.0,0.0,0.0,-62.4695,66.6614,0.048537
2737,3239.0,4.15937,0.0,0.0,0.0,-62.4936,66.6529,0.0482906
2738,3239.96,4.19047,0.0,0.0,0.0,-62.5177,66.7081,0.049848
2739,3240.93,4.23599,0.0,0.0,0.0,-62.5417,66.7777,0.0495755
2740,3241.89,4.232,0.0,0.0,0.0,-62.5658,66.7978,0.0483931
2741,3242.85,4.18521,0.0,0.0,0.0,-62.5899,66.7751,0.0481073
2742,3243.82,4.16628,0.0,0.0,0.0,-62.614,66.7803,0.0508335
2743,3244.78,4.18848,0.0,0.0,0.0,-62.6381,66.8266,0.0574307
2744,3245.75,4.19755,0.0,0.0,0.0,-62.6622,66.8597,0.0554038
2745,3246.71,4.21137,0.0,0.0,0.0,-62.6862,66.8976,0.0488327
2746,3247.68,4.2276,0.0,0.0,0.0,-62.7103,66.9379,0.047328
2747,3248.64,4.23396,0.0,0.0,0.0,-62.7344,66.9684,0.0472327
2748,3249.6,4.22719,0.0,0.0,0.0,-62.7585,66.9857,0.0474027
2749,3250.57,4.22721,0.0,0.0,0.0,-62.7826,67.0098,0.0474113
2750,3251.53,4.22231,0.0,0.0,0.0,-62.8067,67.029,0.0476233
2751,3252.5,4.21883,0.0,0.0,0.0,-62.8308,67.0496,0.0480521
2752,3253.46,4.24181,0.0,0.0,0.0,-62.8549,67.0967,0.0520642
2753,3254.43,4.25817,0.0,0.0,0.0,-62.879,67.1371,0.0547564
2754,3255.39,4.25155,0.0,0.0,0.0,-62.903,67.1546,0.0506252
2755,3256.35,4.25101,0.0,0.0,0.0,-62.9271,67.1781,0.0495095
2756,3257.32,4.25725,0.0,0.0,0.0,-62.9512,67.2085,0.050944
2757,3258.28,4.25232,0.0,0.0,0.0,-62.9753,67.2276,0.0494664
2758,3259.25,4.24194,0.0,0.0,0.0,-62.9994,67.2413,0.0487041
2759,3260.21,4.23437,0.0,0.0,0.0,-63.0235,67.2578,0.0502742
2760,3261.18,4.21515,0.0,0.0,0.0,-63.0476,67.2627,0.0497655
2761,3262.14,4.22255,0.0,0.0,0.0,-63.0716,67.2942,0.0483009
2762,3263.1,4.25779,0.0,0.0,0.0,-63.0957,67.3535,0.0486331
2763,3264.07,4.28018,0.0,0.0,0.0,-63.1198,67.4,0.0490645
2764,3265.03,4.27514,0.0,0.0,0.0,-63.1439,67.4191,0.0497185
2765,3266.0,4.25581,0.0,0.0,0.0,-63.168,67.4238,0.0492064
2766,3266.96,4.23217,0.0,0.0,0.0,-63.1921,67.4242,0.0481334
2767,3267.93,4.22766,0.0,0.0,0.0,-63.2162,67.4438,0.0476496
2768,3268.89,4.26199,0.0,0.0,0.0,-63.2403,67.5023,0.0474544
2769,3269.85,4.26971,0.0,0.0,0.0,-63.2643,67.5341,0.0478024
2770,3270.82,4.29269,0.0,0.0,0.0,-63.2884,67.5811,0.0485794
2771,3271.78,4.34844,0.0,0.0,0.0,-63.3125,67.661,0.0491171
2772,3272.75,4.32909,0.0,0.0,0.0,-63.3366,67.6657,0.052517
2773,3273.71,4.29897,0.0,0.0,0.0,-63.3607,67.6597,0.0573284
2774,3274.68,4.29784,0.0,0.0,0.0,-63.3848,67.6826,0.0540331
2775,3275.64,4.26339,0.0,0.0,0.0,-63.4089,67.6723,0.0530377
2776,3276.6,4.25983,0.0,0.0,0.0,-63.433,67.6928,0.0558786
2777,3277.57,4.26038,0.0,0.0,0.0,-63.457,67.7174,0.0518425
2778,3278.53,4.25709,0.0,0.0,0.0,-63.4811,67.7382,0.0493083
2779,3279.5,4.28292,0.0,0.0,0.0,-63.5052,67.7881,0.0502098
2780,3280.46,4.28342,0.0,0.0,0.0,-63.5293,67.8127,0.0501744
2781,3281.42,4.24342,0.0,0.0,0.0,-63.5534,67.7968,0.048849
2782,3282.39,4.24618,0.0,0.0,0.0,-63.5775,67.8237,0.0495488
2783,3283.35,4.27828,0.0,0.0,0.0,-63.6016,67.8798,0.0508727
2784,3284.32,4.24422,0.0,0.0,0.0,-63.6256,67.8699,0.0502346
2785,3285.28,4.22193,0.0,0.0,0.0,-63.6497,67.8717,0.0487643
2786,3286.25,4.25762,0.0,0.0,0.0,-63.6738,67.9315,0.0482426
2787,3287.21,4.24486,0.0,0.0,0.0,-63.6979,67.9428,0.0486612
2788,3288.17,4.20156,0.0,0.0,0.0,-63.722,67.9236,0.0506481
2789,3289.14,4.19006,0.0,0.0,0.0,-63.7461,67.9362,0.0508487
2790,3290.1,4.19041,0.0,0.0,0.0,-63.7702,67.9606,0.049735
2791,3291.07,4.18752,0.0,0.0,0.0,-63.7943,67.9818,0.0519244
2792,3292.03,4.18779,0.0,0.0,0.0,-63.8183,68.0061,0.0538716
2793,3293.0,4.19222,0.0,0.0,0.0,-63.8424,68.0347,0.0529744
2794,3293.96,4.19685,0.0,0.0,0.0,-63.8665,68.0634,0.0505297
2795,3294.92,4.19333,0.0,0.0,0.0,-63.8906,68.0839,0.04868
2796,3295.89,4.17848,0.0,0.0,0.0,-63.9147,68.0932,0.0483639
2797,3296.85,4.16837,0.0,0.0,0.0,-63.9388,68.1072,0.0501851
2798,3297.82,4.16762,0.0,0.0,0.0,-63.9629,68.1305,0.0516227
2799,3298.78,4.18046,0.0,0.0,0.0,-63.9869,68.1674,0.0498977
2800,3299.75,4.18431,0.0,0.0,0.0,-64.0111,68.1954,0.0489655
2801,3300.71,4.16594,0.0,0.0,0.0,-64.0351,68.2011,0.0488897
2802,3301.67,4.14543,0.0,0.0,0.0,-64.0592,68.2046,0.0483577
2803,3302.64,4.16139,0.0,0.0,0.0,-64.0833,68.2447,0.0485777
2804,3303.6,4.1796,0.0,0.0,0.0,-64.1074,68.287,0.048851
2805,3304.57,4.15578,0.0,0.0,0.0,-64.1315,68.2873,0.0482053
2806,3305.53,4.12645,0.0,0.0,0.0,-64.1556,68.282,0.0478027
2807,3306.5,4.12018,0.0,0.0,0.0,-64.1797,68.2998,0.0480206
2808,3307.46,4.11438,0.0,0.0,0.0,-64.2037,68.3181,0.0503356
2809,3308.42,4.12682,0.0,0.0,0.0,-64.2278,68.3546,0.0554234
2810,3309.39,4.14223,0.0,0.0,0.0,-64.2519,68.3941,0.0553746
2811,3310.35,4.14634,0.0,0.0,0.0,-64.276,68.4224,0.052064
2812,3311.32,4.14081,0.0,0.0,0.0,-64.3001,68.4409,0.0512163
2813,3312.28,4.13321,0.0,0.0,0.0,-64.3242,68.4574,0.0521228
2814,3313.24,4.12941,0.0,0.0,0.0,-64.3482,68.4777,0.054232
2815,3314.21,4.15036,0.0,0.0,0.0,-64.3724,68.5227,0.0517453
2816,3315.17,4.18206,0.0,0.0,0.0,-64.3964,68.5785,0.0490423
2817,3316.14,4.179,0.0,0.0,0.0,-64.4205,68.5995,0.0487658
2818,3317.1,4.14046,0.0,0.0,0.0,-64.4446,68.5851,0.0495121
2819,3318.07,4.12643,0.0,0.0,0.0,-64.4687,68.5951,0.0496072
2820,3319.03,4.12965,0.0,0.0,0.0,-64.4928,68.6224,0.0492123
2821,3319.99,4.12495,0.0,0.0,0.0,-64.5169,68.6418,0.048865
2822,3320.96,4.13388,0.0,0.0,0.0,-64.541,68.6748,0.0489652
2823,3321.92,4.11378,0.0,0.0,0.0,-64.565,68.6788,0.0492314
2824,3322.89,4.11267,0.0,0.0,0.0,-64.5891,68.7018,0.0499611
2825,3323.85,4.1502,0.0,0.0,0.0,-64.6132,68.7634,0.050396
2826,3324.82,4.13933,0.0,0.0,0.0,-64.6373,68.7766,0.0505407
2827,3325.78,4.10845,0.0,0.0,0.0,-64.6614,68.7698,0.0506219
2828,3326.74,4.1302,0.0,0.0,0.0,-64.6855,68.8157,0.0517821
2829,3327.71,4.14063,0.0,0.0,0.0,-64.7096,68.8502,0.0512998
2830,3328.67,4.13341,0.0,0.0,0.0,-64.7337,68.8671,0.0502194
2831,3329.64,4.09991,0.0,0.0,0.0,-64.7577,68.8576,0.0499078
2832,3330.6,4.06689,0.0,0.0,0.0,-64.7818,68.8487,0.0494311
2833,3331.57,4.08028,0.0,0.0,0.0,-64.8059,68.8862,0.0488925
2834,3332.53,4.08904,0.0,0.0,0.0,-64.83,68.919,0.0490118
2835,3333.49,4.06398,0.0,0.0,0.0,-64.8541,68.9181,0.049743
2836,3334.46,4.08647,0.0,0.0,0.0,-64.8782,68.9646,0.0522426
2837,3335.42,4.11724,0.0,0.0,0.0,-64.9023,69.0195,0.0528297
2838,3336.39,4.1094,0.0,0.0,0.0,-64.9263,69.0358,0.0556344
2839,3337.35,4.11584,0.0,0.0,0.0,-64.9504,69.0663,0.0554473
2840,3338.32,4.10909,0.0,0.0,0.0,-64.9745,69.0836,0.050412
2841,3339.28,4.09641,0.0,0.0,0.0,-64.9986,69.095,0.0494608
2842,3340.24,4.11548,0.0,0.0,0.0,-65.0227,69.1382,0.050091
2843,3341.21,4.11952,0.0,0.0,0.0,-65.0468,69.1663,0.0500537
2844,3342.17,4.07935,0.0,0.0,0.0,-65.0709,69.1502,0.0498362
2845,3343.14,4.07196,0.0,0.0,0.0,-65.095,69.1669,0.0494464
2846,3344.1,4.08475,0.0,0.0,0.0,-65.119,69.2038,0.049059
2847,3345.07,4.08617,0.0,0.0,0.0,-65.1431,69.2293,0.0492257
2848,3346.03,4.09571,0.0,0.0,0.0,-65.1672,69.2629,0.0495941
2849,3346.99,4.1002,0.0,0.0,0.0,-65.1913,69.2915,0.0496703
2850,3347.96,4.09581,0.0,0.0,0.0,-65.2154,69.3112,0.0499311
2851,3348.92,4.05387,0.0,0.0,0.0,-65.2395,69.2934,0.0499502
2852,3349.89,4.03239,0.0,0.0,0.0,-65.2636,69.296,0.0495778
2853,3350.85,4.05421,0.0,0.0,0.0,-65.2877,69.3419,0.0494832
2854,3351.82,4.06561,0.0,0.0,0.0,-65.3117,69.3773,0.049544
2855,3352.78,4.04874,0.0,0.0,0.0,-65.3358,69.3846,0.0498776
2856,3353.74,4.03678,0.0,0.0,0.0,-65.3599,69.3967,0.0507787
2857,3354.71,4.0343,0.0,0.0,0.0,-65.384,69.4183,0.0522521
2858,3355.67,4.04782,0.0,0.0,0.0,-65.4081,69.4559,0.0547198
2859,3356.64,4.04071,0.0,0.0,0.0,-65.4322,69.4729,0.0544259
2860,3357.6,4.04512,0.0,0.0,0.0,-65.4563,69.5014,0.0522707
2861,3358.57,4.05726,0.0,0.0,0.0,-65.4803,69.5376,0.0510655
2862,3359.53,4.05634,0.0,0.0,0.0,-65.5044,69.5608,0.0522243
2863,3360.49,4.03788,0.0,0.0,0.0,-65.5285,69.5664,0.0527635
2864,3361.46,4.0168,0.0,0.0,0.0,-65.5526,69.5694,0.0548279
2865,3362.42,4.01168,0.0,0.0,0.0,-65.5767,69.5884,0.054777
2866,3363.39,4.01871,0.0,0.0,0.0,-65.6008,69.6195,0.0530419
2867,3364.35,4.00202,0.0,0.0,0.0,-65.6249,69.6269,0.0552305
2868,3365.32,3.97808,0.0,0.0,0.0,-65.649,69.627,0.0581967
2869,3366.28,3.97355,0.0,0.0,0.0,-65.6731,69.6466,0.057308
2870,3367.24,3.96276,0.0,0.0,0.0,-65.6971,69.6599,0.0551144
2871,3368.21,3.95677,0.0,0.0,0.0,-65.7212,69.678,0.0543323
2872,3369.17,3.95545,0.0,0.0,0.0,-65.7453,69.7007,0.052489
2873,3370.14,3.98848,0.0,0.0,0.0,-65.7694,69.7579,0.0509994
2874,3371.1,4.0345,0.0,0.0,0.0,-65.7935,69.828,0.0502237
2875,3372.07,4.05244,0.0,0.0,0.0,-65.8176,69.87,0.0501572
2876,3373.03,4.00917,0.0,0.0,0.0,-65.8417,69.8508,0.0499207
2877,3373.99,3.97128,0.0,0.0,0.0,-65.8658,69.837,0.0503635
2878,3374.96,3.97616,0.0,0.0,0.0,-65.8898,69.866,0.0506782
2879,3375.92,3.98093,0.0,0.0,0.0,-65.9139,69.8948,0.0504925
2880,3376.89,4.00024,0.0,0.0,0.0,-65.938,69.9382,0.0504989
2881,3377.85,4.01904,0.0,0.0,0.0,-65.9621,69.9811,0.051082
2882,3378.82,3.98499,0.0,0.0,0.0,-65.9862,69.9712,0.0509983
2883,3379.78,3.9444,0.0,0.0,0.0,-66.0103,69.9547,0.0506314
2884,3380.74,3.97392,0.0,0.0,0.0,-66.0344,70.0083,0.0504244
2885,3381.71,3.96938,0.0,0.0,0.0,-66.0584,70.0278,0.0505789
2886,3382.67,3.92739,0.0,0.0,0.0,-66.0825,70.0099,0.0518482
2887,3383.64,3.91133,0.0,0.0,0.0,-66.1066,70.0179,0.054685
2888,3384.6,3.91821,0.0,0.0,0.0,-66.1307,70.0489,0.0572603
2889,3385.57,3.9414,0.0,0.0,0.0,-66.1548,70.0962,0.0569136
2890,3386.53,3.93892,0.0,0.0,0.0,-66.1789,70.1178,0.0534801
2891,3387.49,3.93094,0.0,0.0,0.0,-66.203,70.1339,0.0505793
2892,3388.46,3.96128,0.0,0.0,0.0,-66.2271,70.1883,0.0502403
2893,3389.42,3.96866,0.0,0.0,0.0,-66.2511,70.2198,0.05034
2894,3390.39,3.94503,0.0,0.0,0.0,-66.2752,70.2202,0.0506393
2895,3391.35,3.87969,0.0,0.0,0.0,-66.2993,70.179,0.0532561
2896,3392.32,3.88295,0.0,0.0,0.0,-66.3234,70.2064,0.0623089
2897,3393.28,3.92694,0.0,0.0,0.0,-66.3475,70.2744,0.0634558
2898,3394.24,3.91886,0.0,0.0,0.0,-66.3716,70.2904,0.0539342
2899,3395.21,3.93633,0.0,0.0,0.0,-66.3957,70.332,0.0506933
2900,3396.17,3.93692,0.0,0.0,0.0,-66.4197,70.3567,0.0543526
2901,3397.14,3.9117,0.0,0.0,0.0,-66.4438,70.3555,0.0608972
2902,3398.1,3.88981,0.0,0.0,0.0,-66.4679,70.3577,0.0572957
2903,3399.07,3.88172,0.0,0.0,0.0,-66.492,70.3737,0.051571
2904,3400.03,3.85734,0.0,0.0,0.0,-66.5161,70.3734,0.0508399
2905,3400.99,3.835,0.0,0.0,0.0,-66.5402,70.3752,0.0518902
2906,3401.96,3.8298,0.0,0.0,0.0,-66.5643,70.3941,0.0523355
2907,3402.92,3.83331,0.0,0.0,0.0,-66.5884,70.4217,0.0530564
2908,3403.89,3.84723,0.0,0.0,0.0,-66.6124,70.4597,0.0536587
2909,3404.85,3.84227,0.0,0.0,0.0,-66.6365,70.4788,0.0516096
